code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0085239880128	https://world.openfoodfacts.org/product/0085239880128	usda-ndb-import	1489137934	1489137934	Sugar Free Drink Mix, Strawberry, Orange & Banana					Market Pantry,  Target Stores	market-pantry,target-stores															United States	Citric acid, maltodextrin, aspartame**, natural and artificial flavors, potassium citrate, contains less than 2% of: acesulfame potassium, calcium silicate, gum arabic, magnesium oxide, soy lecithin, artificial color, red 40, red 40 lake, blue 1.					1.4 g (0.125 PACKET)	1.4		8	en:e129,en:e133,en:e322,en:e322i,en:e330,en:e414,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											357	1494		0																																				0	0										0				0	0																																																				
0085239880364	https://world.openfoodfacts.org/product/0085239880364	usda-ndb-import	1489137933	1489137933	Sugar Free Drink Mix, Wild Strawberry					Market Pantry,  Target Stores	market-pantry,target-stores															United States	Citric acid, maltodextrin, aspartame**, caffeine, contains less than 2% of: natural and artificial flavors, niacinamide (vitamin b3), acesulfame potassium, calcium silicate, calcium pantothenate and biotin (b vitamins), vitamin b6, vitamin b12, magnesium					1.6 g (0.5 PACKET)	1.6		4	en:e330,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											312	1305		0																																				0	0										0				0	0										0.125	0.0125			3.75e-05		0.0625																																				
0085239891001	https://world.openfoodfacts.org/product/0085239891001	usda-ndb-import	1489137934	1489137934	Sugar Free Drink Mix, Fruit Punch					Market Pantry,  Target Stores	market-pantry,target-stores															United States	Citric acid, maltodextrin, natural and artificial flavor, aspartame**, calcium phosphate, sodium citrate, red 40, contains less than 2% of: potassium citrate, acesulfame potassium, gum arabic, magnesium oxide, calcium silicate, artificial color, blue 1.					1.3 g (0.5 PACKET)	1.3		7	en:e129,en:e133,en:e330,en:e414,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											385	1611		0																																				0	0										0				1.95326	0.781304																																																				
0085239891018	https://world.openfoodfacts.org/product/0085239891018	usda-ndb-import	1489076407	1489076407	Sugar Free Drink Mix, Cherry					Market Pantry,  Target Stores	market-pantry,target-stores															United States	Citric acid, maltodextrin, aspartame**, calcium citrate, potassium citrate, natural and artificial flavor, red 40, acesulfame potassium, calcium silicate, magnesium oxide.					1.1 g (0.5 PACKET)	1.1		5	en:e129,en:e330,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											455	1904		0																																				0	0										0				0	0																																																				
0085239891025	https://world.openfoodfacts.org/product/0085239891025	usda-ndb-import	1489137933	1489137933	Sugar Free Drink Mix, Fruit Punch					Market Pantry,  Target Stores	market-pantry,target-stores															United States	Citric acid, maltodextrin, natural and artificial flavor, aspartame**, calcium phosphate, sodium citrate, red 40, contains less than of: potassium citrate acesulfame potassium, gum arabic, magnesium oxide, calcium silicate, artificial color, blue 1.					1.3 g (0.125 PACKET)	1.3		7	en:e129,en:e133,en:e330,en:e414,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											385	1611		0																																				0	0										0				1.95326	0.781304																																																				
0086854059395	https://world.openfoodfacts.org/product/0086854059395	usda-ndb-import	1489137239	1489137239	Sugar Free Gelatin Dessert					Laura Lynn	laura-lynn															United States	Gelatin, maltodextrin, adipic acid (for tartness), potassium citrate (controls acidity), contains 2% or less of sodium citrate (controls acidity), aspartame* (sweetener), red 40, natural and artificial flavoring, acesulfame potassium (sweetener), salt, di					3 g (0.25 PACKAGE)	3		6	en:e129,en:e331,en:e355,en:e428,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											333	1393		0	0																																	0	0	33.33	0									0	33.33				1.69418	0.677672		0					0														0		0																													
0086854059418	https://world.openfoodfacts.org/product/0086854059418	usda-ndb-import	1489137242	1489137242	Sugar Free Gelatin Dessert					Laura Lynn	laura-lynn															United States	Gelatin, maltodextrin, adipic acid (for tartness), potassium citrate (controls acidity), contains 2% or less of sodium citrate (controls acidity), aspartame* (sweetener), acesulfame potassium (sweetener), salt, natural flavoring, yellow 5, blue 1, bha (pr					3 g (0.25 PACKAGE)	3		8	en:e102,en:e133,en:e320,en:e331,en:e355,en:e428,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											333	1393		0	0																																	0	0	33.33	0									0	33.33				1.69418	0.677672		0					0														0		0																													
0087381060694	https://world.openfoodfacts.org/product/0087381060694	usda-ndb-import	1489140366	1489140366	Sugar Free Waffers					Market Square	market-square															United States	Palm oil, enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), sorbitol, maltodextrin, corn starch, contains less than 2% of artificial flavor, aspartame*, emulsif		en:gluten			31 g (4 WAFERS)	31		2	en:e420,en:e420i,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											516	2159		32.26	14.52																																	0	0	61.29	0									0	3.23				0.24638	0.098552		0					0														0		0.00116																													
0088671201759	https://world.openfoodfacts.org/product/0088671201759	usda-ndb-import	1489076424	1489076424	Gardners Candies, Sugar Free Candy Bar					Gardners Candies Inc.	gardners-candies-inc															United States	Sugar free chocolate (maltitol, chocolate liquor, cocoa butter, sodium caseinate [milk], milk fat, soy lecithin - an emulsifier, acesulfame potassium, vanillin - an artificial flavor, natural and artificial flavors).		en:milk			28 g (1 ONZ)	28		3	en:e322,en:e322i,en:e950,en:e965	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											464	1941		35.71	21.43																																	0	0.018	53.57	0									3.6	7.14				0.27178	0.108712		0					0														0		0.00257																													
0089036321495	https://world.openfoodfacts.org/product/0089036321495	usda-ndb-import	1489142013	1489142014	Sugar Free Chocolate Syrup					Torani,  R. Torre & Co.Inc.	torani,r-torre-co-inc															United States	Purified water, natural flavors, caramel color, citric acid, acesulfame potassium, sodium benzoate (to preserve freshness), potassium sorbate (to preserve freshness), xanthan gum, sucralose (splenda brand).					30 ml (1 FL OZ)	30		7	en:e150c,en:e202,en:e211,en:e330,en:e415,en:e950,en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0																																				3.33	0										0				0.04318	0.017272																																																				
0089036321600	https://world.openfoodfacts.org/product/0089036321600	usda-ndb-import	1489095663	1489095663	Sugar Free Coffee Syrup					Torani	torani															United States	Purified water, natural flavors, caramel color, acesulfame potassium, citric acid, potassium sorbate (to preserve freshness), sodium benzoate (to preserve freshness), xanthan gum, sucralose (splenda brand).					30 ml (2 TBSP)	30		7	en:e150c,en:e202,en:e211,en:e330,en:e415,en:e950,en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0																																				0	0										0				0.04318	0.017272																																																				
0089036322003	https://world.openfoodfacts.org/product/0089036322003	usda-ndb-import	1489142751	1489142752	Sugar Free Hazelnut Syrup					R. Torre & Co.Inc.	r-torre-co-inc															United States	Purified water, natural flavors, citric acid, acesulfam potassium, sodium benzoate and potassium sorbate (to preserve freshness), xanthan gum, sucralose (splenda brand), and caramel color.					30 ml (1 FL. OZ.)	30		7	en:e150c,en:e202,en:e211,en:e330,en:e415,en:e950,en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0																																				0											0				0.04318	0.017272																																																				
0089036322652	https://world.openfoodfacts.org/product/0089036322652	usda-ndb-import	1489142752	1489142752	Sugar Free Raspberry Syrup					R. Torre & Co.Inc.	r-torre-co-inc															United States	Purified water, natural flavors, citric acid, acesulfame potassium, sodium benzoate (to preserve freshness), xanthan gum, sucralose (splenda brand), caramel color, potassium sorbate (to preserve freshness), fd&c red 40.					30 ml (1 FL.OZ.)	30		8	en:e129,en:e150c,en:e202,en:e211,en:e330,en:e415,en:e950,en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0																																				3.33											0				0.08382	0.033528																																																				
0089036442657	https://world.openfoodfacts.org/product/0089036442657	usda-ndb-import	1489143204	1489143204	Sugar Free Raspberry Flavoring Syrup					R. Torre & Co.Inc.	r-torre-co-inc															United States	Water, natural flavors, citric acid, acesulfame potassium, sodium benzoate (to preserve freshness), xanthan gum, sucralose (splenda brand), caramel color, potassium sorbate (to preserve freshness), fd&c red #40.					30 ml (2 TBSP)	30		8	en:e129,en:e150c,en:e202,en:e211,en:e330,en:e415,en:e950,en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0																																				3.33	0										0				0.08382	0.033528																																																				
0089036442800	https://world.openfoodfacts.org/product/0089036442800	usda-ndb-import	1489142656	1542546873	Sugar Free Flavoring Syrup					R. Torre & Co.Inc.	r-torre-co-inc															United States	Purified water, natural flavors with vanilla extract, acesulfame potassium, citric acid, potassium sorbate (to preserve freshness), sodium benzoate (to preserve freshness), xanthan gum, sucralose (splenda brand).					30 ml (1 FL OZ) | ()	30		6	en:e202,en:e211,en:e330,en:e415,en:e950,en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded											0	0		0																																				0	0										0				0.04318	0.017272																																																				
0089036552004	https://world.openfoodfacts.org/product/0089036552004	usda-ndb-import	1489143871	1489143872	Sugar Free Syrup, Classic Hazelnut					Torani,  R. Torre & Co.Inc.	torani,r-torre-co-inc															United States	Purified water, natural & artificial flavors, citric acid, acesulfame potassium, sodium benzoate (to preserve freshness), potassium sorbate (to preserve freshness), xanthan gum, sucralose (splenda brand), caramel color.					30 ml (1 FL OZ)	30		7	en:e150c,en:e202,en:e211,en:e330,en:e415,en:e950,en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0																																				0	0										0				0.08382	0.033528																																																				
0089036622073	https://world.openfoodfacts.org/product/0089036622073	usda-ndb-import	1489077749	1489077749	Sugar Free Flavoring Syrup, Classic Hazelnut					Torani,  R. Torre & Co.Inc.	torani,r-torre-co-inc															United States	Purified water, natural and artificial flavors, citric acid, acesulfame potassium, sodium benzoate (to preserve freshness), potassium sorbate (to preserve freshness), xanthan gum, sucralose (splenda brand), caramel color.					30 ml (1 FL OZ)	30		7	en:e150c,en:e202,en:e211,en:e330,en:e415,en:e950,en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0																																				0	0										0				0.08382	0.033528																																																				
0092825083689	https://world.openfoodfacts.org/product/0092825083689	usda-ndb-import	1489076430	1489076430	Fresh Brewed Sugar Free Southern Tea Sweetened					Brookshire's,  Brookshire Grocery Company	brookshire-s,brookshire-grocery-company															United States	Water, sucralose, orange pekoe and tea, potassium sorbate added as a preservative.					240 ml (8 ONZ)	240		1	en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0	0																																	0	0	0	0									0	0				0.01016	0.004064		0					0														0		0																													
0092825083696	https://world.openfoodfacts.org/product/0092825083696	usda-ndb-import	1489071777	1489071777	Sweetened Sugar Free Southern Tea					Brookshire Grocery Company	brookshire-grocery-company															United States	Water, sucralose, orange pekoe and pekoe tea, potassium sorbate added as a preservative.					240 ml (8 ONZ)	240		1	en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0	0																																	0	0	0	0									0	0				0.01016	0.004064		0					0														0		0																													
0096162448514	https://world.openfoodfacts.org/product/0096162448514	usda-ndb-import	1489072737	1489072738	Sugar Free Cookie Assortment					Leonard Novelty Bakery	leonard-novelty-bakery															United States	Wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, maltitol, palm oil, soybean oil, egg whites, mono and diglycerides, sodium benzoate, vitamin a palmitate, beta carotene (color), isomalt, whole eggs, sug		en:gluten			31 g (31 GRM)	31		4	en:e211,en:e471,en:e953,en:e965	0			1		e160a-beta-carotene			4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											516	2159		29.03	8.06																																	3.23	0	54.84	0									6.4	6.45				0.57404	0.229616		0					0														0		0.00232																													
0096162885104	https://world.openfoodfacts.org/product/0096162885104	usda-ndb-import	1489072738	1489072738	Sugar Free Assortment Cookie					Leonard Novelty Bakery	leonard-novelty-bakery															United States	Enriched flour [wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid], maltitol, vegetable shortening [palm oil and soybean oil], margarine [soybean oil, palm oil, water, salt, mono and diglycerides, soy		en:gluten,en:soybeans			28 g (28 GRM)	28		2	en:e471,en:e965	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											429	1795		25	10.71																																	0	0.036	50	0									0	3.57				0.54356	0.217424		0.0001071					0														0		0.00129																													
00901765	https://world.openfoodfacts.org/product/00901765	tacinte	1415268734	1574085790	Curiously strong mint Gum	Mint flavoured sugar free chewing gum with sweeteners	30g	plastic	plastic	Marks & Spencer	marks-spencer	Snacks, Sweet snacks, Confectioneries, Chewing gum, Sugar-free chewing gum	en:snacks,en:sweet-snacks,en:confectioneries,en:chewing-gum,en:sugar-free-chewing-gum			Switzerland	switzerland	Vegetarian	en:vegetarian					London,United Kingdom	Marks & Spencer	France, United Kingdom	Sweetener: E965, Sorbitol,Sucralose, Gum Base (Antioxidant: Tocopherol-rich Extract), Thickener: Gum Arabic, Flavourings, Humectant: Glycerol, Glazing Agent: E903			nuts	en:nuts				7	en:e306,en:e414,en:e420,en:e420i,en:e422,en:e903,en:e955,en:e965	0			0					4	Sugary snacks	Sweets	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:sugar-free-chewing-gum	https://static.openfoodfacts.org/images/products/00901765/front_en.5.400.jpg	https://static.openfoodfacts.org/images/products/00901765/front_en.5.200.jpg	https://static.openfoodfacts.org/images/products/00901765/front_en.5.400.jpg	https://static.openfoodfacts.org/images/products/00901765/front_en.5.200.jpg	https://static.openfoodfacts.org/images/products/00901765/ingredients_en.6.400.jpg	https://static.openfoodfacts.org/images/products/00901765/ingredients_en.6.200.jpg	https://static.openfoodfacts.org/images/products/00901765/nutrition_en.7.400.jpg	https://static.openfoodfacts.org/images/products/00901765/nutrition_en.7.200.jpg		176	736		0	0																																			72	0										0.1				0	0																																																				
0182566000080	https://world.openfoodfacts.org/product/0182566000080	usda-ndb-import	1489057749	1489057749	Sugar Cookies Mix					1-2-3 Gluten Free	1-2-3-gluten-free															United States	Gluten-free flour blend (rice flour, tapioca starch, potato starch), sugar, vanilla powder, cellulose gum (stabilizer), aluminum-free corn-free baking powder (sodium acid pyrophosphate, baking soda, tapioca starch, monocalcium phosphate), salt.					22 g (0.8 oz)	22		3	en:e341,en:e341i,en:e450,en:e450i,en:e466	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											364	1523		0	0																																	0	0	86.36	36.36									0	0				0.5207	0.20828		0					0														0		0																													
0212140019134	https://world.openfoodfacts.org/product/0212140019134	usda-ndb-import	1489094176	1489094176	Sugar Free Syrup					Winn & Lovett	winn-lovett															United States	Maltitol, blueberries, lemon juice, natural flavor.					30 ml (2 Tbsp)	30		1	en:e965	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											267	1117		0																																				83.33	0										0				0	0																																																				
0291007902187	https://world.openfoodfacts.org/product/0291007902187	usda-ndb-import	1489075787	1579381233	Britannia Sugar Free Digestive Biscuit	Sugar Free Digestive (Not a low calorie food)	200g (7.05 oz.) (.44 lb.)	Box and Foil	box-and-foil	Britannia	britannia	Snacks,Sweet snacks,Biscuits and cakes,Biscuits	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits	Al Sallan Food Industries Co. SAOC	al-sallan-food-industries-co-saoc	Sultanate of Oman	sultanate-of-oman							Philippines		Philippines	Whole Wheat Flour (Gluten)(30%),Palm Oil, Artificial Sweetener (Maltitol),Wheat Bran (Gluten)(4.4%),Maltodextrin,Raising Agents (Ammonia Bicarbonate,Sodium Bicarbonate,Sodium Phyrophospate),Salt,Lecithin,Emulsifier: (Soya Lecithin (Soya),Diacetyl Tartaric Acid Esters of Mono or Diglycerides & Mono & Diglycerides of Fatty Acids),Artificial Sweeteners (Sucralose),Acidity Regulators (Malic Acid & Citric Acid),Artificial & Nature Identical Flavorings (Cereal & Butter), Flour Treatment Agent (Sodium Metabisulfite (Sulfite).Contains Sugar	en:gluten,en:soybeans,en:sulphur-dioxide-and-sulphites	en:gluten,en:soybeans,en:sulphur-dioxide-and-sulphites	en:Eggs and tree nuts,en:Manufactured in a facility that also processes milk	en:eggs-and-tree-nuts,en:manufactured-in-a-facility-that-also-processes-milk	29 g (2 BISCUITS)	29		8	en:e223,en:e296,en:e322,en:e322i,en:e330,en:e500,en:e500ii,en:e570,en:e955,en:e965	0			0			19	e	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:biscuits	https://static.openfoodfacts.org/images/products/029/100/790/2187/front_en.9.400.jpg	https://static.openfoodfacts.org/images/products/029/100/790/2187/front_en.9.200.jpg	https://static.openfoodfacts.org/images/products/029/100/790/2187/front_en.9.400.jpg	https://static.openfoodfacts.org/images/products/029/100/790/2187/front_en.9.200.jpg	https://static.openfoodfacts.org/images/products/029/100/790/2187/ingredients_en.12.400.jpg	https://static.openfoodfacts.org/images/products/029/100/790/2187/ingredients_en.12.200.jpg	https://static.openfoodfacts.org/images/products/029/100/790/2187/nutrition_en.3.400.jpg	https://static.openfoodfacts.org/images/products/029/100/790/2187/nutrition_en.3.200.jpg		455	1904		24	12																																	0		56	0.3									2	8				1.475	0.59																							0.0005																					19	19							
03418800	https://world.openfoodfacts.org/product/03418800	usda-ndb-import	1489078200	1489078201	Ice Breakers, Sugar Free Wintergreen Cool Blasts Chews					Miller Brewing Company	miller-brewing-company															United States	Xylitol; maltitol syrup; contains 2% or less of: cellulose gum; artificial flavors; maltodextrin; maltitol; lecithin (soy); artificial color (yellow 5 lake; blue 1 lake).		en:soybeans			1 g (1 MINT)	1		5	en:e322,en:e322i,en:e466,en:e965,en:e965ii,en:e967	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											500	2092		0																																				100	0									0	0				0	0																																																				
